Suma de Dosis,Estado Fenológico,Fecha Fin,Fecha Inicio,Producto Aplicado,Source.Name,Suma de Total concentración,Suma de Total superficie,Unidad,Suma de Mojamiento (HL/ha),ID Producto,Ensayo ID,Estado por Temporada,Sin uso,Suma de Superficie ensayo,Temporada,Tipo de Compra,Tipo de Compra 2,TipoFiltro,Recuento de Aplicación ID
150,Crecimiento Vegetativo,2024-12-06 00:00:00,2024-12-01 00:00:00,Stimulate,Aplicaciones_Arandano_Faja Maisan.xlsx,0.0735,0.03675,Faja Maisan,2,65,13,Stock Suficiente 2024-2025,Si,0.245,2024-2025,Negativo,Stock Suficiente,Realizadas,1
150,Crecimiento Vegetativo,2024-12-06 00:00:00,2024-12-01 00:00:00,Stimulate,Aplicaciones_Arandano_Loncoche.xlsx,0.075,0.0375,Loncoche,2,65,11,Stock Suficiente 2024-2025,Si,0.25,2024-2025,Negativo,Stock Suficiente,Realizadas,1
300,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Imidan 70 WP,Aplicaciones_Arandano_Carillanca.xlsx,0.84,0.24,Carillanca,3.5,39,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
100,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Mamull,Aplicaciones_Arandano_Carillanca.xlsx,0.28,0.08,Carillanca,3.5,43,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
100,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Nacillus,Aplicaciones_Arandano_Carillanca.xlsx,0.28,0.08,Carillanca,3.5,44,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
70,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Nufilm-17,Aplicaciones_Arandano_Carillanca.xlsx,0.196,0.056,Carillanca,3.5,45,17,Stock Suficiente 2024-2025,Si,0.8,2024-2025,Negativo,Stock Suficiente,Realizadas,1
1500,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Poly Mg,Aplicaciones_Arandano_Carillanca.xlsx,4.2,1.2,Carillanca,3.5,54,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
150,Crecimiento Vegetativo,2024-12-11 00:00:00,2024-12-06 00:00:00,Stimulate,Aplicaciones_Arandano_Carillanca.xlsx,0.42,0.12,Carillanca,3.5,65,17,Stock Suficiente 2024-2025,Si,0.8,2024-2025,Negativo,Stock Suficiente,Realizadas,1
1000,Crecimiento Vegetativo,2024-12-15 00:00:00,2024-12-10 00:00:00,Poly Mg,Aplicaciones_Castaño_Cunco.xlsx,0.462,0.42,Cunco,1.1,54,4,Para Comprar 2024-2025,Si,0.42,2024-2025,Positivo,Para Comprar,Realizadas,1
1000,Crecimiento Vegetativo,2024-12-15 00:00:00,2024-12-10 00:00:00,Poly Mg,Aplicaciones_Nogal_Los Sauces.xlsx,1.2,0.4,Los Sauces,3,54,8,Para Comprar 2024-2025,Si,0.4,2024-2025,Positivo,Para Comprar,Realizadas,1
1500,Crecimiento Vegetativo,2024-12-15 00:00:00,2024-12-10 00:00:00,Poly Mg,Aplicaciones_Olivo_Los Sauces.xlsx,0.567,0.081,Los Sauces,7,54,7,Para Comprar 2024-2025,Si,0.054,2024-2025,Positivo,Para Comprar,Realizadas,1
200,Crecimiento Vegetativo,2024-12-15 00:00:00,2024-12-10 00:00:00,Poly Zn,Aplicaciones_Castaño_Cunco.xlsx,0.09240000000000001,0.084,Cunco,1.1,55,4,Para Comprar 2024-2025,Si,0.42,2024-2025,Positivo,Para Comprar,Realizadas,1
200,Crecimiento Vegetativo,2024-12-15 00:00:00,2024-12-10 00:00:00,Poly Zn,Aplicaciones_Nogal_Los Sauces.xlsx,0.24,0.08,Los Sauces,3,55,8,Para Comprar 2024-2025,Si,0.4,2024-2025,Positivo,Para Comprar,Realizadas,1
70,Crecimiento Vegetativo,2024-12-16 00:00:00,2024-12-11 00:00:00,Vertice 43 SC,Aplicaciones_Vid_Carillanca.xlsx,0.008400000000000001,0.0035,Carillanca,2.4,67,22,Stock Suficiente 2024-2025,Si,0.05,2024-2025,Negativo,Stock Suficiente,Realizadas,1
80,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Agrocopper SP,Aplicaciones_Almendro_Angol.xlsx,0.18612,0.033839999999999995,Angol,5.5,2,16,Para Comprar 2024-2025,Si,0.423,2024-2025,Positivo,Para Comprar,Realizadas,1
80,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Agrocopper SP,Aplicaciones_Almendro_Los Sauces.xlsx,0.07392,0.02112,Los Sauces,3.5,2,6,Para Comprar 2024-2025,Si,0.264,2024-2025,Positivo,Para Comprar,Realizadas,1
80,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Agrocopper SP,Aplicaciones_Cerezo_Angol.xlsx,0.24288,0.044160000000000005,Angol,5.5,2,15,Para Comprar 2024-2025,Si,0.552,2024-2025,Positivo,Para Comprar,Realizadas,1
80,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Agrocopper SP,Aplicaciones_Cerezo_Carillanca.xlsx,0.5327999999999999,0.096,Carillanca,5.55,2,20,Para Comprar 2024-2025,Si,1.2,2024-2025,Positivo,Para Comprar,Realizadas,1
80,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Agrocopper SP,Aplicaciones_Cerezo_Los Sauces.xlsx,0.17664000000000002,0.044160000000000005,Los Sauces,4,2,9,Para Comprar 2024-2025,Si,0.552,2024-2025,Positivo,Para Comprar,Realizadas,1
240,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Fungizeb 800 WP,Aplicaciones_Almendro_Angol.xlsx,0.55836,0.10152,Angol,5.5,35,16,Para Comprar 2024-2025,Si,0.423,2024-2025,Positivo,Para Comprar,Realizadas,1
240,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Fungizeb 800 WP,Aplicaciones_Almendro_Los Sauces.xlsx,0.22176,0.06336,Los Sauces,3.5,35,6,Para Comprar 2024-2025,Si,0.264,2024-2025,Positivo,Para Comprar,Realizadas,1
240,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Fungizeb 800 WP,Aplicaciones_Cerezo_Angol.xlsx,0.7286400000000001,0.13248000000000001,Angol,5.5,35,15,Para Comprar 2024-2025,Si,0.552,2024-2025,Positivo,Para Comprar,Realizadas,1
240,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Fungizeb 800 WP,Aplicaciones_Cerezo_Carillanca.xlsx,1.5983999999999998,0.288,Carillanca,5.55,35,20,Para Comprar 2024-2025,Si,1.2,2024-2025,Positivo,Para Comprar,Realizadas,1
240,Crecimiento Vegetativo,2024-12-19 00:00:00,2024-12-14 00:00:00,Fungizeb 800 WP,Aplicaciones_Cerezo_Los Sauces.xlsx,0.5299200000000001,0.13248000000000001,Los Sauces,4,35,9,Para Comprar 2024-2025,Si,0.552,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2024-12-20 00:00:00,2024-12-15 00:00:00,Eliphos,Aplicaciones_Maqui_Carillanca.xlsx,,0.1,Carillanca,,27,19,Stock Suficiente 2024-2025,Si,0.05,2024-2025,Sin datos,Stock Suficiente,Realizadas,1
1500,Crecimiento Vegetativo,2024-12-20 00:00:00,2024-12-15 00:00:00,Poly K,Aplicaciones_Maqui_Carillanca.xlsx,0.525,0.075,Carillanca,7,53,19,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2024-12-26 00:00:00,2024-12-21 00:00:00,Kelpak,Aplicaciones_Arandano_Faja Maisan.xlsx,0.98,0.49,Faja Maisan,2,42,13,Para Comprar 2024-2025,Si,0.245,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2024-12-26 00:00:00,2024-12-21 00:00:00,Kelpak,Aplicaciones_Arandano_Loncoche.xlsx,1,0.5,Loncoche,2,42,11,Para Comprar 2024-2025,Si,0.25,2024-2025,Positivo,Para Comprar,Realizadas,1
400,Crecimiento Vegetativo,2025-01-02 00:00:00,2024-12-28 00:00:00,Azufre Foable,Aplicaciones_Vid_Carillanca.xlsx,0.048,0.02,Carillanca,2.4,9,22,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2025-01-05 00:00:00,2024-12-31 00:00:00,Kelpak,Aplicaciones_Arandano_Faja Maisan.xlsx,0.98,0.49,Faja Maisan,2,42,13,Para Comprar 2024-2025,Si,0.245,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2025-01-05 00:00:00,2024-12-31 00:00:00,Kelpak,Aplicaciones_Arandano_Loncoche.xlsx,1,0.5,Loncoche,2,42,11,Para Comprar 2024-2025,Si,0.25,2024-2025,Positivo,Para Comprar,Realizadas,1
400,Crecimiento Vegetativo,2025-01-06 00:00:00,2025-01-01 00:00:00,Kelpak,Aplicaciones_Nogal_Los Sauces.xlsx,0.48,0.16,Los Sauces,3,42,8,Para Comprar 2024-2025,Si,0.4,2024-2025,Positivo,Para Comprar,Realizadas,1
6000,Crecimiento Vegetativo,2025-01-10 00:00:00,2025-01-05 00:00:00,Diazol 50 EW,Aplicaciones_Arandano_Carillanca.xlsx,,4.8,Carillanca,,25,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Sin datos,Para Comprar,Realizadas,1
250,Crecimiento Vegetativo,2025-01-14 00:00:00,2025-01-09 00:00:00,Custodia 320 SC,Aplicaciones_Vid_Carillanca.xlsx,0.03,0.0125,Carillanca,2.4,22,22,Stock Suficiente 2024-2025,Si,0.05,2024-2025,Negativo,Stock Suficiente,Realizadas,1
6000,Crecimiento Vegetativo,2025-01-15 00:00:00,2025-01-10 00:00:00,Diazol 50 EW,Aplicaciones_Arandano_Faja Maisan.xlsx,,1.47,Faja Maisan,,25,13,Para Comprar 2024-2025,Si,0.245,2024-2025,Sin datos,Para Comprar,Realizadas,1
6000,Crecimiento Vegetativo,2025-01-15 00:00:00,2025-01-10 00:00:00,Diazol 50 EW,Aplicaciones_Arandano_Loncoche.xlsx,,1.5,Loncoche,,25,11,Para Comprar 2024-2025,Si,0.25,2024-2025,Sin datos,Para Comprar,Realizadas,1
1000,Crecimiento Vegetativo,2025-01-15 00:00:00,2025-01-10 00:00:00,Poly Mg,Aplicaciones_Castaño_Cunco.xlsx,0.462,0.42,Cunco,1.1,54,4,Para Comprar 2024-2025,Si,0.42,2024-2025,Positivo,Para Comprar,Realizadas,1
2500,Crecimiento Vegetativo,2025-01-15 00:00:00,2025-01-10 00:00:00,Protecsol,Aplicaciones_Nogal_Los Sauces.xlsx,3,1,Los Sauces,3,56,8,Para Comprar 2024-2025,Si,0.4,2024-2025,Positivo,Para Comprar,Realizadas,1
1000,Crecimiento Vegetativo,2025-01-16 00:00:00,2025-01-11 00:00:00,Kelpak,Aplicaciones_Arandano_Carillanca.xlsx,2.8,0.8,Carillanca,3.5,42,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
2000,Crecimiento Vegetativo,2025-01-20 00:00:00,2025-01-15 00:00:00,Eliphos,Aplicaciones_Frambueso_Carillanca.xlsx,,0.3,Carillanca,,27,18,Stock Suficiente 2024-2025,Si,0.15,2024-2025,Sin datos,Stock Suficiente,Realizadas,1
2000,Crecimiento Vegetativo,2025-01-20 00:00:00,2025-01-15 00:00:00,Eliphos,Aplicaciones_Frambueso_Loncoche.xlsx,,0.196,Loncoche,,27,12,Stock Suficiente 2024-2025,Si,0.098,2024-2025,Sin datos,Stock Suficiente,Realizadas,1
1500,Crecimiento Vegetativo,2025-01-20 00:00:00,2025-01-15 00:00:00,Poly Mg,Aplicaciones_Maqui_Carillanca.xlsx,0.525,0.075,Carillanca,7,54,19,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
250,Crecimiento Vegetativo,2025-01-20 00:00:00,2025-01-15 00:00:00,Poly Zn,Aplicaciones_Maqui_Carillanca.xlsx,0.0875,0.0125,Carillanca,7,55,19,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
10000,Crecimiento Vegetativo,2025-01-20 00:00:00,2025-01-15 00:00:00,RootFed,Aplicaciones_Frambueso_Faja Maisan.xlsx,,0.98,Faja Maisan,,59,14,Para Comprar 2024-2025,Si,0.098,2024-2025,Sin datos,Para Comprar,Realizadas,1
500,Crecimiento Vegetativo,2025-01-25 00:00:00,2025-01-20 00:00:00,Kelpak,Aplicaciones_Maqui_Carillanca.xlsx,0.175,0.025,Carillanca,7,42,19,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
1000,Crecimiento Vegetativo,2025-01-26 00:00:00,2025-01-21 00:00:00,Kelpak,Aplicaciones_Arandano_Carillanca.xlsx,2.8,0.8,Carillanca,3.5,42,17,Para Comprar 2024-2025,Si,0.8,2024-2025,Positivo,Para Comprar,Realizadas,1
500,Crecimiento Vegetativo,2025-02-20 00:00:00,2025-02-15 00:00:00,Stimplex,Aplicaciones_Vid_Carillanca.xlsx,0.06,0.025,Carillanca,2.4,64,22,Para Comprar 2024-2025,Si,0.05,2024-2025,Positivo,Para Comprar,Realizadas,1
400,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Aminoterra,Aplicaciones_Almendro_Angol.xlsx,0.9306,0.1692,Angol,5.5,5,16,Para Comprar 2025-2026,Si,0.423,2025-2026,Positivo,Para Comprar,Pendientes,1
400,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Aminoterra,Aplicaciones_Almendro_Los Sauces.xlsx,0.36960000000000004,0.10560000000000001,Los Sauces,3.5,5,6,Para Comprar 2025-2026,Si,0.264,2025-2026,Positivo,Para Comprar,Pendientes,1
400,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Aminoterra,Aplicaciones_Cerezo_Angol.xlsx,1.2144000000000001,0.22080000000000002,Angol,5.5,5,15,Para Comprar 2025-2026,Si,0.552,2025-2026,Positivo,Para Comprar,Pendientes,1
400,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Aminoterra,Aplicaciones_Cerezo_Carillanca.xlsx,2.664,0.48,Carillanca,5.55,5,20,Para Comprar 2025-2026,Si,1.2,2025-2026,Positivo,Para Comprar,Pendientes,1
400,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Aminoterra,Aplicaciones_Cerezo_Los Sauces.xlsx,0.8832000000000001,0.22080000000000002,Los Sauces,4,5,9,Para Comprar 2025-2026,Si,0.552,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Stimplex,Aplicaciones_Almendro_Angol.xlsx,1.16325,0.2115,Angol,5.5,64,16,Para Comprar 2025-2026,Si,0.423,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Stimplex,Aplicaciones_Almendro_Los Sauces.xlsx,0.462,0.132,Los Sauces,3.5,64,6,Para Comprar 2025-2026,Si,0.264,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Stimplex,Aplicaciones_Cerezo_Angol.xlsx,1.5180000000000002,0.276,Angol,5.5,64,15,Para Comprar 2025-2026,Si,0.552,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Stimplex,Aplicaciones_Cerezo_Carillanca.xlsx,3.33,0.6,Carillanca,5.55,64,20,Para Comprar 2025-2026,Si,1.2,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-14 00:00:00,2025-10-09 00:00:00,Stimplex,Aplicaciones_Cerezo_Los Sauces.xlsx,1.104,0.276,Los Sauces,4,64,9,Para Comprar 2025-2026,Si,0.552,2025-2026,Positivo,Para Comprar,Pendientes,1
180,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Captan 80 WP,Aplicaciones_Frambueso_Carillanca.xlsx,0.054,0.027,Carillanca,2,16,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Positivo,Para Comprar,Pendientes,1
180,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Captan 80 WP,Aplicaciones_Frambueso_Faja Maisan.xlsx,0.06615,0.01764,Faja Maisan,3.75,16,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
180,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Captan 80 WP,Aplicaciones_Frambueso_Loncoche.xlsx,0.05292,0.01764,Loncoche,3,16,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
120,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Diazinon 40 WP,Aplicaciones_Frambueso_Carillanca.xlsx,0.036,0.018,Carillanca,2,24,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Positivo,Para Comprar,Pendientes,1
120,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Diazinon 40 WP,Aplicaciones_Frambueso_Faja Maisan.xlsx,0.0441,0.01176,Faja Maisan,3.75,24,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
120,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Diazinon 40 WP,Aplicaciones_Frambueso_Loncoche.xlsx,0.03528,0.01176,Loncoche,3,24,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Avellano_Barros Arana.xlsx,0.382,0.191,Barros Arana,2,42,1,Para Comprar 2025-2026,Si,0.382,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Avellano_Carillanca.xlsx,2.75,0.5,Carillanca,5.5,42,21,Para Comprar 2025-2026,Si,1,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Avellano_Cunco.xlsx,0.11025,0.0735,Cunco,1.5,42,3,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Avellano_Los Sauces.xlsx,0.294,0.0735,Los Sauces,4,42,5,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Castaño_Barros Arana.xlsx,0.1638,0.1365,Barros Arana,1.2,42,2,Para Comprar 2025-2026,Si,0.273,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Castaño_Cunco.xlsx,0.231,0.21,Cunco,1.1,42,4,Para Comprar 2025-2026,Si,0.42,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Frambueso_Carillanca.xlsx,0.3,0.15,Carillanca,2,42,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Frambueso_Faja Maisan.xlsx,0.3675,0.098,Faja Maisan,3.75,42,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Kelpak,Aplicaciones_Frambueso_Loncoche.xlsx,0.294,0.098,Loncoche,3,42,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
15,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Permetrina 50 CE,Aplicaciones_Frambueso_Carillanca.xlsx,,0.00225,Carillanca,,88,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Sin datos,Para Comprar,Pendientes,1
15,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Permetrina 50 CE,Aplicaciones_Frambueso_Faja Maisan.xlsx,,0.00147,Faja Maisan,,88,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Sin datos,Para Comprar,Pendientes,1
15,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Permetrina 50 CE,Aplicaciones_Frambueso_Loncoche.xlsx,,0.00147,Loncoche,,88,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Sin datos,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Avellano_Barros Arana.xlsx,0.764,0.382,Barros Arana,2,54,1,Para Comprar 2025-2026,Si,0.382,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Avellano_Carillanca.xlsx,5.5,1,Carillanca,5.5,54,21,Para Comprar 2025-2026,Si,1,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Avellano_Cunco.xlsx,0.2205,0.147,Cunco,1.5,54,3,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Avellano_Los Sauces.xlsx,0.588,0.147,Los Sauces,4,54,5,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Castaño_Barros Arana.xlsx,0.3276,0.273,Barros Arana,1.2,54,2,Para Comprar 2025-2026,Si,0.273,2025-2026,Positivo,Para Comprar,Pendientes,1
1000,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Castaño_Cunco.xlsx,0.462,0.42,Cunco,1.1,54,4,Para Comprar 2025-2026,Si,0.42,2025-2026,Positivo,Para Comprar,Pendientes,1
1500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Frambueso_Carillanca.xlsx,0.45,0.225,Carillanca,2,54,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Positivo,Para Comprar,Pendientes,1
1500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Frambueso_Faja Maisan.xlsx,0.55125,0.147,Faja Maisan,3.75,54,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
1500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Frambueso_Loncoche.xlsx,0.441,0.147,Loncoche,3,54,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
1500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Mg,Aplicaciones_Olivo_Los Sauces.xlsx,0.567,0.081,Los Sauces,7,54,7,Para Comprar 2025-2026,Si,0.054,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Avellano_Barros Arana.xlsx,0.15280000000000002,0.07640000000000001,Barros Arana,2,55,1,Para Comprar 2025-2026,Si,0.382,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Avellano_Carillanca.xlsx,1.1,0.2,Carillanca,5.5,55,21,Para Comprar 2025-2026,Si,1,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Avellano_Cunco.xlsx,0.04409999999999999,0.0294,Cunco,1.5,55,3,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Avellano_Los Sauces.xlsx,0.1176,0.0294,Los Sauces,4,55,5,Para Comprar 2025-2026,Si,0.147,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Castaño_Barros Arana.xlsx,0.06552000000000001,0.0546,Barros Arana,1.2,55,2,Para Comprar 2025-2026,Si,0.273,2025-2026,Positivo,Para Comprar,Pendientes,1
200,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Castaño_Cunco.xlsx,0.09240000000000001,0.084,Cunco,1.1,55,4,Para Comprar 2025-2026,Si,0.42,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Frambueso_Carillanca.xlsx,0.15,0.075,Carillanca,2,55,18,Para Comprar 2025-2026,Si,0.15,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Frambueso_Faja Maisan.xlsx,0.18375,0.049,Faja Maisan,3.75,55,14,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
500,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Frambueso_Loncoche.xlsx,0.147,0.049,Loncoche,3,55,12,Para Comprar 2025-2026,Si,0.098,2025-2026,Positivo,Para Comprar,Pendientes,1
250,Crecimiento Vegetativo,2025-10-15 00:00:00,2025-10-10 00:00:00,Poly Zn,Aplicaciones_Olivo_Los Sauces.xlsx,0.0945,0.0135,Los Sauces,7,55,7,Para Comprar 2025-2026,Si,0.054,2025-2026,Positivo,Para Comprar,Pendientes,1
125,Crecimiento Vegetativo,2025-10-16 00:00:00,2025-10-11 00:00:00,Comet,Aplicaciones_Arandano_Carillanca.xlsx,0.35,0.1,Carillanca,3.5,19,17,Para Comprar 2025-2026,Si,0.8,2025-2026,Positivo,Para Comprar,Pendientes,1
125,Crecimiento Vegetativo,2025-10-16 00:00:00,2025-10-11 00:00:00,Comet,Aplicaciones_Arandano_Faja Maisan.xlsx,0.06125,0.030625,Faja Maisan,2,19,13,Para Comprar 2025-2026,Si,0.245,2025-2026,Positivo,Para Comprar,Pendientes,1
